job_change_intention,city_development_index,male,relevent_experience,education_level,experience,last_new_job,training_hours
0,0.624,1,0,5,9,-1,53
0,0.926,1,1,5,9,2,50
0,0.776,1,1,5,4,1,108
1,0.624,1,1,5,5,1,68
0,0.91,1,1,5,14,2,19
0,0.878,0,1,3,2,1,22
1,0.848,1,1,5,15,4,336
1,0.92,1,1,5,7,2,67
0,0.836,1,1,5,5,1,31
0,0.92,1,1,5,16,5,17
0,0.92,1,0,5,3,-1,56
0,0.92,1,1,5,12,1,39
1,0.92,0,1,5,15,2,48
0,0.939,0,0,5,1,1,17
1,0.624,1,1,5,9,4,36
0,0.92,1,1,5,2,2,29
0,0.579,1,1,5,5,2,28
0,0.866,1,1,5,13,2,19
1,0.92,1,1,5,11,1,82
0,0.913,1,1,5,12,1,58
0,0.738,1,1,5,12,1,50
0,0.92,1,0,1,8,-1,110
0,0.924,1,0,3,3,1,155
0,0.92,1,1,5,17,1,34
0,0.92,0,1,5,1,1,78
0,0.742,1,1,5,12,1,30
1,0.624,0,1,5,8,5,36
1,0.939,1,1,5,1,1,53
1,0.624,1,1,5,11,5,8
1,0.624,1,1,5,12,5,85
0,0.878,1,1,5,5,3,100
0,0.848,1,1,3,10,3,76
0,0.92,1,1,5,17,5,81
1,0.624,0,1,5,4,2,158
1,0.624,1,1,5,7,1,12
0,0.624,1,1,5,3,1,122
0,0.745,1,1,5,15,5,4
0,0.624,1,0,5,4,-1,15
0,0.698,1,1,5,20,2,132
0,0.91,1,1,5,13,5,70
1,0.92,0,1,5,13,4,52
0,0.624,1,0,5,0,-1,114
0,0.897,1,1,5,14,1,46
1,0.887,1,0,5,7,1,23
0,0.893,1,1,5,10,2,16
0,0.666,1,1,5,10,1,74
0,0.698,1,1,5,7,1,306
1,0.92,1,0,5,6,5,21
1,0.92,0,0,5,7,2,43
1,0.92,0,1,5,18,1,12
1,0.884,1,0,5,5,1,8
0,0.666,0,0,5,5,1,18
1,0.743,1,1,5,7,1,17
0,0.92,1,1,5,7,3,21
0,0.91,0,1,5,2,1,147
1,0.92,1,1,5,3,1,46
1,0.624,1,1,5,7,2,55
0,0.896,1,0,3,6,1,43
1,0.802,1,1,5,14,5,130
0,0.722,1,1,3,5,2,15
0,0.624,1,0,5,9,-1,34
0,0.92,1,0,3,11,4,8
0,0.939,1,0,3,2,1,13
0,0.92,1,0,5,16,5,63
0,0.913,1,0,3,2,-1,22
1,0.624,1,1,5,2,1,246
1,0.896,1,0,3,5,-1,210
0,0.92,1,1,3,5,1,34
1,0.624,1,0,5,4,3,164
1,0.624,1,1,5,0,1,30
0,0.92,1,1,5,5,1,65
1,0.924,1,1,5,13,5,31
0,0.92,1,1,5,6,1,35
0,0.794,1,0,5,5,5,26
0,0.92,1,1,5,6,4,25
1,0.624,1,1,5,5,1,41
0,0.939,0,0,3,6,-1,70
0,0.91,1,1,5,15,1,75
0,0.924,1,1,5,15,1,10
0,0.924,1,1,5,3,1,102
0,0.92,1,1,5,6,2,18
0,0.91,1,0,5,5,1,8
0,0.926,1,0,5,18,2,83
1,0.698,1,1,5,5,5,112
0,0.884,1,1,5,9,1,163
0,0.926,1,1,3,5,1,20
0,0.92,1,1,5,4,3,9
0,0.926,1,0,3,5,-1,108
1,0.624,1,1,5,7,-1,216
0,0.926,1,0,3,3,3,108
1,0.624,0,1,5,11,1,56
0,0.926,1,1,3,14,3,84
0,0.743,1,0,5,12,2,4
1,0.802,1,1,5,7,1,45
0,0.624,1,1,5,3,3,30
0,0.893,1,0,5,2,-1,222
0,0.926,1,1,3,12,5,94
0,0.804,1,1,5,15,1,51
1,0.92,1,1,5,13,5,47
0,0.92,1,1,5,7,1,71
0,0.92,1,1,5,19,4,18
0,0.887,1,0,3,4,-1,37
1,0.92,1,0,3,0,1,87
0,0.754,1,1,5,16,2,11
0,0.878,1,1,3,3,1,45
0,0.92,1,1,5,3,1,18
0,0.789,1,0,3,2,-1,98
0,0.89,1,1,3,8,1,52
1,0.624,1,1,5,6,2,36
0,0.804,1,1,5,15,5,42
1,0.855,0,0,3,3,-1,63
0,0.727,0,0,5,2,1,87
0,0.939,1,1,5,13,5,11
0,0.762,1,1,5,15,5,19
0,0.742,1,1,5,3,2,238
0,0.624,1,1,5,2,1,9
0,0.624,0,1,5,4,3,64
0,0.899,1,1,5,18,1,20
0,0.939,1,0,5,10,2,61
1,0.698,1,1,5,4,1,57
0,0.624,1,1,5,6,3,55
0,0.92,0,1,5,6,1,21
0,0.924,0,1,5,11,4,26
1,0.92,0,0,5,10,5,7
0,0.924,1,1,5,19,1,59
0,0.92,1,1,5,3,1,60
0,0.91,1,1,5,14,1,80
0,0.92,1,0,5,4,2,106
0,0.624,0,1,5,2,-1,15
1,0.624,0,0,3,3,-1,26
1,0.925,1,1,5,16,5,108
0,0.924,1,1,5,5,1,18
0,0.579,1,1,5,3,3,60
0,0.878,1,1,1,8,1,4
0,0.698,1,0,5,1,1,13
0,0.682,1,1,5,1,1,114
1,0.624,1,1,5,5,1,21
1,0.624,1,1,5,5,2,12
0,0.836,1,1,5,13,3,20
0,0.624,1,1,5,10,-1,37
0,0.897,1,1,5,12,2,59
1,0.92,1,1,5,6,5,80
0,0.92,1,1,5,4,1,204
0,0.698,1,1,5,10,5,15
0,0.762,1,0,5,14,-1,188
0,0.91,1,1,5,15,5,33
0,0.92,0,1,5,15,5,51
0,0.776,0,1,5,15,2,25
1,0.624,1,0,5,0,-1,64
0,0.92,0,1,5,15,5,55
0,0.92,0,0,5,7,4,28
1,0.624,1,1,3,4,-1,68
0,0.92,1,1,5,3,1,44
0,0.91,1,0,5,5,-1,31
0,0.893,1,1,5,12,2,34
0,0.754,1,1,5,10,2,32
0,0.92,1,1,3,19,4,29
0,0.789,1,0,5,5,2,214
0,0.924,1,0,5,9,1,44
1,0.624,1,1,5,10,1,41
0,0.92,1,0,5,4,2,61
1,0.624,1,1,5,2,1,50
0,0.92,1,1,5,5,2,70
1,0.802,1,0,5,1,1,51
0,0.884,1,0,5,9,4,20
1,0.92,0,1,5,16,3,14
1,0.698,1,1,3,4,1,34
0,0.527,1,1,5,8,5,37
0,0.884,1,1,5,4,2,112
0,0.92,1,1,5,15,1,154
0,0.926,1,0,3,3,-1,90
0,0.92,1,1,5,7,2,56
0,0.766,1,1,5,12,5,264
0,0.92,1,1,5,7,4,100
0,0.836,1,1,5,2,1,104
0,0.923,1,1,5,12,1,17
1,0.754,1,1,5,7,1,22
0,0.843,1,1,5,9,3,86
1,0.754,1,0,3,1,1,57
0,0.843,1,1,5,16,1,220
0,0.899,1,1,5,10,-1,48
0,0.92,0,1,5,17,1,20
0,0.762,1,1,5,12,2,70
1,0.897,1,1,5,8,3,29
0,0.794,1,1,3,14,5,33
0,0.887,1,1,5,19,1,128
0,0.897,1,1,5,0,5,14
1,0.682,1,0,5,2,-1,45
0,0.91,1,1,5,19,2,192
1,0.55,1,1,5,8,2,22
0,0.92,1,0,5,11,5,161
0,0.896,1,1,5,17,2,78
0,0.866,1,1,5,7,2,10
0,0.92,0,1,5,4,1,12
0,0.899,1,1,3,18,5,108
0,0.925,1,1,5,2,-1,170
0,0.855,0,1,5,6,3,58
0,0.91,1,1,5,14,1,35
0,0.55,1,1,5,5,1,194
1,0.92,0,1,5,2,1,43
0,0.91,1,0,5,,1,153
1,0.92,1,1,5,4,3,32
0,0.92,1,1,5,9,2,31
0,0.92,0,1,5,6,1,18
1,0.92,1,1,5,12,2,74
0,0.698,1,1,5,15,1,152
0,0.92,1,1,5,16,1,17
1,0.624,1,1,5,5,1,116
0,0.91,1,0,3,3,1,147
0,0.926,1,1,3,13,5,118
0,0.926,1,1,3,7,2,250
0,0.624,1,1,5,15,5,76
0,0.896,1,1,5,13,5,224
0,0.682,0,1,5,7,4,160
0,0.855,1,1,5,4,3,158
0,0.887,1,1,5,2,2,17
0,0.926,1,0,3,2,1,48
0,0.855,0,1,5,2,1,57
0,0.91,1,1,5,13,2,328
0,0.91,1,1,5,15,5,49
0,0.923,1,0,3,1,1,105
0,0.915,1,0,5,7,1,44
0,0.926,1,1,5,4,3,29
0,0.939,1,1,5,4,1,122
0,0.689,1,1,5,9,-1,56
0,0.92,1,1,5,18,4,100
0,0.689,1,1,5,6,1,106
0,0.939,1,1,3,6,1,48
1,0.624,1,1,5,2,2,44
0,0.887,1,1,5,15,3,10
0,0.624,0,0,5,5,-1,15
1,0.767,1,1,5,13,5,68
1,0.624,1,0,3,5,-1,47
0,0.92,1,1,5,10,1,118
0,0.924,1,1,3,9,-1,246
0,0.92,0,1,5,10,2,41
0,0.91,1,1,5,12,1,50
0,0.762,1,1,5,6,1,100
1,0.527,1,1,5,4,1,96
1,0.624,1,1,5,9,1,96
0,0.92,1,1,5,13,1,127
0,0.92,1,0,1,4,-1,149
0,0.897,1,0,5,3,-1,32
0,0.855,1,1,5,9,1,3
0,0.91,1,1,5,3,1,43
0,0.92,0,1,5,16,2,89
0,0.897,1,0,5,3,-1,104
0,0.698,1,1,5,13,4,9
0,0.855,0,0,3,3,-1,14
0,0.855,1,1,5,10,1,28
1,0.624,0,1,5,6,1,9
0,0.898,1,1,5,9,1,10
0,0.847,1,0,5,9,5,29
0,0.926,1,1,5,14,2,16
1,0.92,0,1,5,10,4,101
0,0.939,1,1,5,8,4,29
0,0.91,1,1,5,16,-1,4
1,0.624,1,0,3,3,1,51
0,0.887,1,0,3,3,-1,96
0,0.926,1,0,5,3,2,134
1,0.624,1,1,5,9,1,79
0,0.92,1,1,5,2,1,43
0,0.92,1,1,5,13,3,36
0,0.92,1,1,5,15,1,15
0,0.92,1,1,5,9,1,37
0,0.878,1,1,5,5,1,26
1,0.91,1,1,5,20,3,280
0,0.896,1,1,5,16,4,244
1,0.698,1,1,5,6,1,24
0,0.804,1,1,5,10,2,79
1,0.767,1,0,5,2,-1,62
0,0.92,0,1,5,10,5,100
0,0.949,1,0,3,1,-1,32
0,0.754,1,1,3,7,-1,4
0,0.579,1,1,5,6,-1,29
0,0.893,1,0,3,5,-1,43
0,0.915,1,1,5,3,2,124
1,0.897,1,1,5,15,5,122
1,0.624,1,0,5,5,3,264
0,0.624,0,1,5,12,2,45
0,0.92,0,1,5,6,1,280
1,0.624,1,1,5,12,5,163
0,0.939,1,0,5,15,5,52
1,0.682,1,1,5,3,1,156
0,0.92,0,1,5,4,2,64
0,0.91,1,1,5,12,4,108
0,0.92,1,1,5,9,1,144
0,0.92,1,1,5,9,3,108
0,0.92,1,1,5,7,1,65
0,0.91,1,1,5,2,1,102
1,0.624,1,1,5,6,1,26
0,0.89,1,1,3,8,1,114
1,0.624,1,0,5,2,1,222
0,0.91,1,1,5,10,1,20
0,0.624,1,0,5,2,-1,83
1,0.92,1,0,5,4,1,34
0,0.579,1,1,5,10,2,79
0,0.897,1,1,5,7,-1,21
0,0.89,1,1,5,5,1,14
1,0.624,1,1,5,7,3,270
0,0.92,1,1,5,10,1,52
0,0.92,1,1,5,3,1,52
1,0.92,1,0,5,0,2,23
1,0.624,1,0,3,2,-1,116
0,0.91,1,0,5,5,1,100
0,0.92,1,1,5,9,1,91
0,0.73,1,0,1,1,-1,63
0,0.624,1,1,5,17,1,92
0,0.925,0,1,5,9,1,90
0,0.926,1,0,5,5,1,66
0,0.926,1,1,5,16,2,8
1,0.939,1,1,5,10,2,38
0,0.92,1,0,1,3,-1,73
0,0.74,1,0,5,14,3,96
0,0.762,1,1,5,8,1,45
0,0.924,0,1,5,18,5,150
0,0.624,1,1,5,2,1,134
0,0.92,1,1,5,10,1,20
0,0.91,1,1,5,5,1,50
0,0.91,1,1,5,12,1,113
0,0.91,1,1,5,1,1,69
0,0.92,1,1,5,13,2,70
0,0.624,1,1,5,6,2,55
1,0.802,1,1,5,8,-1,18
0,0.92,1,1,5,18,1,45
1,0.624,1,1,5,7,2,20
1,0.92,1,1,5,5,1,76
0,0.939,1,1,5,16,1,40
0,0.896,1,1,5,14,1,156
0,0.698,1,0,5,11,2,108
0,0.92,1,1,5,8,5,110
0,0.887,1,1,5,18,1,37
0,0.775,1,1,5,3,3,12
0,0.855,1,1,3,14,4,53
1,0.579,1,1,5,3,1,21
0,0.527,1,1,5,7,1,25
0,0.92,1,0,3,5,-1,81
0,0.866,1,0,3,4,-1,122
0,0.923,1,1,5,16,1,96
0,0.92,0,1,5,4,1,17
0,0.926,1,0,5,17,4,20
0,0.92,1,1,5,5,1,102
0,0.624,1,1,5,4,1,74
0,0.91,1,1,5,20,1,70
1,0.698,1,0,5,1,1,46
0,0.924,1,1,3,7,5,146
0,0.624,1,0,5,0,2,67
0,0.689,1,1,3,8,1,8
0,0.855,1,1,5,15,5,12
0,0.698,1,1,5,2,1,10
1,0.92,1,0,3,9,-1,55
0,0.698,1,1,5,7,1,11
0,0.624,1,1,5,9,2,48
1,0.899,1,0,5,2,1,23
0,0.92,1,1,5,8,3,12
0,0.827,1,1,5,5,1,6
0,0.788,1,1,5,5,2,222
0,0.92,1,1,5,5,1,66
0,0.899,1,1,5,16,2,8
0,0.939,0,1,5,10,1,94
0,0.698,1,1,5,11,2,10
0,0.92,0,1,5,5,2,27
0,0.754,1,1,5,16,-1,232
0,0.698,1,1,5,16,3,135
1,0.624,1,1,5,1,1,31
1,0.624,1,1,5,8,4,114
0,0.884,1,1,5,15,1,46
0,0.89,1,1,5,7,1,37
0,0.91,1,1,5,9,1,9
0,0.92,1,1,5,11,-1,314
1,0.866,0,1,5,5,-1,40
0,0.579,1,0,5,3,-1,68
1,0.884,1,1,5,6,1,58
0,0.624,1,1,5,9,2,43
0,0.624,1,0,5,4,-1,17
0,0.767,1,1,5,13,2,12
0,0.926,1,0,3,2,-1,31
0,0.92,1,0,5,9,5,13
0,0.698,1,1,5,4,1,65
1,0.624,1,1,5,6,-1,36
0,0.878,1,1,5,19,1,17
1,0.91,1,1,5,6,2,24
0,0.92,1,1,5,15,2,64
0,0.738,1,0,5,3,-1,82
0,0.91,1,1,5,15,1,16
0,0.698,1,1,3,12,4,31
0,0.83,1,1,5,11,2,116
0,0.91,1,1,3,10,2,72
0,0.897,0,0,5,4,-1,146
0,0.91,1,1,5,14,2,7
1,0.762,1,1,5,17,2,17
1,0.624,1,0,3,2,-1,100
0,0.836,1,1,5,13,2,21
0,0.897,1,1,5,4,3,40
1,0.921,1,0,5,7,-1,44
0,0.624,1,0,5,1,-1,63
0,0.896,1,0,3,4,2,11
1,0.624,1,1,5,8,3,31
0,0.91,1,1,5,10,1,21
0,0.762,1,1,5,10,4,83
0,0.827,1,1,3,3,5,116
0,0.92,1,1,5,8,1,57
0,0.939,1,0,5,3,2,184
0,0.939,1,1,3,11,-1,62
0,0.926,1,0,5,6,2,44
0,0.91,1,1,3,14,5,34
1,0.762,1,1,5,2,1,100
0,0.926,1,1,5,5,1,18
0,0.92,1,1,5,19,5,62
0,0.624,1,1,5,10,3,58
0,0.624,1,1,5,,1,18
0,0.92,0,0,5,17,4,16
0,0.727,1,0,5,5,1,17
0,0.848,1,0,3,2,-1,43
0,0.926,1,0,3,9,1,5
0,0.92,1,1,5,9,1,40
0,0.92,1,1,5,13,1,15
0,0.743,1,1,5,6,1,109
0,0.92,1,1,5,6,1,18
0,0.939,1,1,5,14,1,12
0,0.92,1,1,5,14,5,290
0,0.624,1,1,5,11,1,4
0,0.878,1,0,5,2,1,17
0,0.92,1,1,5,3,1,89
0,0.682,1,1,5,6,2,10
0,0.776,1,1,5,10,1,22
0,0.897,1,1,5,8,5,37
1,0.92,1,0,5,11,1,35
0,0.92,1,0,5,6,1,34
0,0.939,1,0,3,5,1,35
0,0.92,1,1,5,10,5,206
0,0.92,1,1,5,4,1,127
0,0.92,1,1,5,14,5,61
0,0.939,1,1,3,3,1,22
0,0.624,1,1,5,3,2,17
0,0.92,1,1,5,5,1,72
0,0.92,1,1,5,12,2,72
0,0.92,1,1,5,5,5,69
0,0.624,1,1,5,5,1,92
0,0.913,1,1,5,9,1,17
0,0.926,1,1,5,11,5,50
0,0.92,1,1,5,3,1,194
1,0.624,1,1,5,10,1,46
0,0.91,1,0,5,2,2,28
0,0.836,1,0,5,6,-1,58
0,0.91,1,0,1,2,-1,14
0,0.92,1,1,5,10,4,165
0,0.743,0,1,5,11,5,80
1,0.92,0,1,5,15,1,15
0,0.92,1,1,5,14,1,54
1,0.92,1,1,5,11,2,7
1,0.624,1,1,5,7,1,29
0,0.923,1,1,5,11,1,40
0,0.762,1,0,5,10,1,122
0,0.92,1,0,3,5,1,104
0,0.92,1,1,5,5,1,46
0,0.915,1,0,5,2,-1,84
1,0.624,1,1,5,1,1,54
0,0.926,1,0,5,15,-1,8
1,0.884,1,0,5,7,-1,38
0,0.893,1,1,5,9,2,38
1,0.558,1,0,3,3,1,80
0,0.624,1,1,5,5,1,69
1,0.624,1,1,5,15,2,75
0,0.92,1,1,5,10,2,43
0,0.926,1,0,1,5,-1,166
0,0.926,1,1,5,4,-1,10
0,0.913,1,1,5,13,2,30
1,0.624,1,1,5,20,2,43
1,0.579,1,1,5,5,1,16
1,0.624,1,1,5,6,3,12
1,0.558,1,0,5,4,1,92
0,0.926,1,0,3,0,-1,38
1,0.92,1,0,5,5,1,73
0,0.913,1,1,5,4,2,6
0,0.897,1,0,5,3,-1,43
1,0.558,1,1,5,4,1,104
1,0.727,1,1,5,8,1,33
1,0.91,1,0,5,12,3,150
0,0.698,1,1,5,2,1,23
0,0.624,1,1,5,18,-1,56
0,0.895,1,0,3,7,4,32
0,0.856,1,1,5,15,3,332
1,0.624,1,1,5,5,1,15
0,0.92,1,0,5,9,-1,166
0,0.92,1,1,5,14,1,146
0,0.804,1,1,5,10,2,36
0,0.802,1,1,5,16,4,23
1,0.92,1,1,5,11,4,82
1,0.92,1,0,3,7,2,50
0,0.92,1,1,5,10,2,41
0,0.92,1,1,5,13,4,16
1,0.92,0,1,5,4,1,55
1,0.91,1,0,5,2,-1,78
0,0.92,1,1,5,18,3,57
0,0.903,1,1,5,4,-1,56
0,0.92,1,1,5,13,2,162
0,0.624,1,1,5,14,5,97
1,0.55,1,0,5,2,1,33
0,0.92,1,1,5,16,5,42
0,0.939,1,1,5,15,1,56
0,0.913,1,1,5,11,1,64
0,0.91,1,1,5,17,5,21
0,0.924,1,0,5,4,1,28
0,0.92,0,0,5,6,1,57
0,0.91,1,1,5,6,1,41
0,0.899,1,1,5,7,3,10
0,0.92,1,1,5,16,4,12
0,0.926,1,0,5,7,4,46
0,0.624,1,1,5,5,1,194
1,0.624,1,1,5,5,2,167
1,0.836,1,1,5,16,4,39
0,0.899,1,1,5,6,1,53
0,0.738,1,1,5,6,1,39
0,0.92,0,0,5,4,1,96
0,0.624,1,1,5,7,-1,66
0,0.884,1,1,5,12,5,2
0,0.92,1,0,3,6,-1,21
0,0.91,1,0,3,7,-1,104
0,0.89,1,1,5,14,5,47
1,0.624,1,1,5,6,4,78
1,0.743,1,1,5,5,2,31
0,0.767,1,0,3,0,1,80
0,0.92,1,1,5,18,2,18
0,0.89,1,1,5,6,1,48
0,0.624,0,1,5,4,1,56
0,0.92,1,1,5,2,2,45
1,0.92,1,1,5,20,1,50
0,0.848,1,1,5,16,5,110
1,0.527,1,1,5,20,1,64
1,0.884,1,0,3,4,-1,44
0,0.727,1,0,5,2,1,103
0,0.91,1,0,5,8,4,23
1,0.92,0,1,5,13,1,109
0,0.92,1,1,5,15,3,36
1,0.624,1,0,5,2,-1,77
1,0.92,1,0,5,5,1,22
0,0.92,1,1,5,19,5,107
1,0.92,1,1,5,7,4,62
1,0.624,0,1,5,14,1,14
0,0.91,1,1,5,1,1,100
0,0.92,0,1,5,4,1,276
0,0.92,1,1,5,5,1,38
0,0.804,1,1,5,17,1,16
0,0.92,1,1,5,10,1,8
1,0.92,0,1,5,6,5,64
0,0.855,1,0,3,8,1,34
0,0.762,1,1,5,12,3,6
1,0.915,1,0,5,4,1,48
0,0.776,1,1,3,13,1,10
0,0.92,1,1,5,7,3,21
0,0.887,1,0,3,11,5,29
0,0.926,1,1,5,9,1,73
0,0.92,1,0,1,4,-1,14
0,0.899,1,1,3,8,1,34
1,0.92,1,1,5,14,1,70
0,0.804,1,1,5,8,1,69
0,0.926,1,0,5,8,3,18
0,0.624,1,1,5,3,1,54
0,0.92,0,1,5,5,1,15
0,0.884,1,1,5,13,5,36
0,0.92,1,1,5,15,5,17
0,0.926,0,1,5,10,5,100
0,0.893,1,1,5,6,-1,88
0,0.754,1,0,5,3,1,96
0,0.939,1,1,5,11,1,96
0,0.926,1,0,5,8,1,79
0,0.624,1,0,5,1,-1,87
0,0.92,1,1,5,6,1,168
0,0.91,1,1,5,13,2,102
1,0.624,1,1,5,6,1,142
1,0.743,1,1,5,6,2,102
0,0.804,1,1,5,2,1,40
0,0.92,1,1,5,2,2,45
0,0.92,1,1,5,7,5,125
0,0.92,1,0,5,5,2,35
0,0.91,1,1,5,10,1,50
0,0.836,1,1,5,12,2,40
1,0.624,1,1,5,6,1,3
0,0.767,1,0,5,3,-1,222
1,0.92,1,0,3,4,4,35
0,0.92,1,1,5,15,1,66
0,0.897,1,1,5,5,1,84
0,0.762,1,1,5,4,2,68
1,0.926,1,0,5,10,2,45
0,0.855,1,1,5,11,1,150
0,0.698,1,1,5,6,2,100
1,0.624,1,0,3,1,-1,138
1,0.698,1,0,5,5,-1,12
0,0.92,1,0,3,5,1,55
1,0.92,1,1,5,6,2,50
0,0.624,1,1,5,7,2,13
1,0.55,1,1,5,5,1,228
1,0.624,1,0,5,6,1,24
0,0.92,1,1,5,19,5,184
0,0.55,1,0,3,2,1,10
0,0.624,1,1,5,3,2,22
0,0.926,1,1,5,7,5,110
0,0.92,1,1,5,14,-1,250
0,0.855,1,1,3,16,5,14
0,0.727,1,1,5,12,5,17
0,0.92,1,1,5,5,1,50
1,0.563,1,1,5,6,1,103
0,0.926,1,1,3,10,1,109
1,0.91,1,1,5,7,5,56
0,0.939,1,1,3,18,1,196
0,0.624,1,1,5,2,1,50
1,0.624,1,1,5,5,1,88
0,0.923,1,1,5,15,5,7
0,0.92,0,1,5,3,1,25
1,0.92,0,1,5,3,2,4
0,0.878,1,1,5,15,5,100
0,0.776,1,1,5,0,1,65
1,0.624,1,0,5,2,-1,44
0,0.939,1,1,5,17,2,24
0,0.769,1,1,5,9,1,50
0,0.926,1,1,5,15,3,17
0,0.92,1,1,5,10,2,206
0,0.92,1,1,5,11,5,17
0,0.92,1,0,5,9,3,43
0,0.689,1,1,5,17,2,119
0,0.92,0,1,5,7,1,146
1,0.55,1,1,5,6,1,23
0,0.91,1,1,5,8,1,110
0,0.878,1,0,3,12,4,10
0,0.827,1,1,5,17,1,64
1,0.556,1,1,5,6,1,32
0,0.91,0,0,3,2,1,5
0,0.926,0,0,5,2,2,125
0,0.92,1,1,5,7,2,310
0,0.925,1,1,5,12,5,84
1,0.925,1,1,5,1,1,116
0,0.804,1,1,5,13,1,330
1,0.698,1,1,5,10,3,39
0,0.698,1,1,5,16,1,14
0,0.762,1,1,5,6,1,23
0,0.926,1,1,5,6,1,118
1,0.92,1,1,5,11,1,15
1,0.855,1,1,5,6,2,188
0,0.926,1,0,3,6,3,72
1,0.92,1,1,5,2,1,75
0,0.893,1,1,5,10,1,127
1,0.624,1,1,5,4,1,23
0,0.855,1,1,5,10,1,113
0,0.92,1,1,3,5,1,6
0,0.91,1,0,1,3,-1,48
0,0.91,1,1,5,11,2,78
0,0.926,1,0,1,3,-1,16
0,0.939,1,1,5,7,1,30
1,0.624,1,1,5,3,1,19
0,0.91,1,1,5,14,1,42
0,0.92,1,1,5,4,1,132
0,0.776,1,1,5,10,1,32
0,0.926,1,1,5,13,4,52
0,0.855,1,1,5,10,2,38
0,0.884,1,1,5,4,2,43
0,0.92,1,0,5,2,1,336
0,0.926,1,1,5,9,5,9
0,0.836,0,0,5,6,1,22
0,0.836,1,1,5,16,5,26
0,0.926,1,1,5,11,1,77
0,0.794,1,1,5,4,1,59
0,0.92,1,1,3,8,1,276
0,0.624,1,0,3,5,-1,21
0,0.92,1,1,5,11,2,13
1,0.624,1,0,5,2,1,50
1,0.92,1,0,5,1,1,128
0,0.74,1,1,5,4,2,292
0,0.899,1,1,5,15,5,20
0,0.698,1,0,5,3,-1,3
0,0.624,1,1,5,3,1,76
0,0.923,1,1,5,9,1,12
0,0.804,1,0,5,6,-1,42
0,0.802,1,1,5,15,5,61
1,0.92,1,0,5,4,2,29
1,0.55,1,1,5,4,1,32
0,0.91,1,1,5,10,2,32
0,0.624,1,0,5,2,-1,36
0,0.579,1,1,5,1,1,23
0,0.55,1,1,5,5,1,86
1,0.624,1,1,5,5,1,28
0,0.776,0,0,5,1,1,34
1,0.624,1,0,1,0,-1,56
0,0.802,1,1,5,9,1,13
0,0.789,1,0,5,1,1,35
0,0.92,1,0,5,4,1,82
0,0.83,1,1,5,9,1,66
1,0.624,1,1,5,7,4,92
0,0.836,1,1,5,19,1,4
1,0.624,1,1,5,1,1,35
0,0.939,1,1,5,13,5,116
1,0.735,1,0,5,15,5,18
0,0.89,1,1,5,11,4,38
0,0.91,1,1,5,8,1,32
1,0.624,1,1,5,7,1,25
0,0.884,1,1,5,5,1,28
0,0.92,1,1,5,8,4,65
0,0.92,1,1,5,7,4,39
0,0.899,1,1,5,18,1,112
1,0.92,1,1,5,9,1,18
0,0.926,1,1,5,11,2,11
0,0.897,1,1,5,8,1,24
1,0.738,1,0,5,1,1,26
0,0.939,1,0,3,2,2,16
0,0.802,1,1,5,6,1,141
0,0.855,1,1,5,10,5,16
1,0.579,1,1,5,5,1,16
0,0.91,1,0,5,0,1,12
0,0.92,1,1,5,12,1,30
1,0.926,1,0,3,3,1,63
0,0.926,0,0,5,3,1,200
0,0.887,1,1,5,7,4,20
1,0.92,1,0,1,3,1,78
0,0.92,0,1,5,4,1,206
0,0.92,1,0,5,5,1,21
0,0.897,1,1,5,6,1,262
1,0.926,1,1,5,15,5,83
0,0.92,1,1,5,19,1,29
0,0.804,1,0,5,3,1,76
0,0.754,1,1,5,13,2,54
0,0.855,1,1,5,7,1,2
0,0.92,1,1,3,14,1,49
0,0.925,1,1,1,5,5,28
1,0.91,1,1,5,17,3,33
1,0.55,1,1,5,7,1,40
0,0.92,1,0,5,17,5,38
0,0.884,1,1,5,20,3,65
1,0.92,1,0,3,10,1,32
1,0.691,1,1,5,15,1,45
0,0.91,0,1,3,2,1,25
0,0.92,1,1,5,17,2,12
0,0.682,1,0,5,6,1,110
0,0.92,1,1,5,14,1,212
0,0.92,1,0,3,3,1,30
1,0.92,1,1,5,14,3,6
0,0.92,1,0,5,15,3,4
0,0.899,1,1,5,4,1,92
0,0.698,1,1,5,16,1,22
0,0.91,1,0,3,10,-1,42
0,0.897,1,1,5,7,5,50
0,0.698,1,1,5,8,1,111
0,0.754,1,1,3,5,2,57
1,0.624,1,1,5,12,1,84
0,0.624,0,1,5,15,2,112
0,0.923,1,0,3,2,-1,8
0,0.836,1,1,5,9,1,86
0,0.624,0,0,5,5,1,32
0,0.92,1,0,3,1,1,82
0,0.92,1,1,5,11,5,77
1,0.926,1,0,3,10,1,107
0,0.92,1,1,5,6,2,42
0,0.913,1,1,5,11,1,45
0,0.92,0,1,5,19,-1,79
0,0.624,1,1,5,3,1,22
1,0.92,1,1,5,7,1,102
0,0.91,1,1,5,20,2,44
0,0.893,1,1,3,8,5,110
0,0.698,1,1,5,10,5,40
0,0.804,1,1,5,5,2,131
1,0.624,1,0,5,3,1,55
0,0.624,0,0,3,3,-1,140
1,0.923,1,1,5,14,4,11
0,0.923,0,1,5,11,1,54
1,0.624,1,1,5,14,1,87
1,0.55,1,0,5,5,-1,51
1,0.55,1,1,5,16,3,18
0,0.55,1,1,5,9,5,77
1,0.55,1,0,5,4,4,39
0,0.698,0,0,3,0,5,67
0,0.926,0,0,3,3,1,46
